Country Name,Country Code,Indicator Name,Indicator Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,27106690974475.9,27710878931912.8,27457252150822.0,28647750264306.8,32044541404358.7,35679871689452.8,37741346324531.8,39831449904961.4,43614701103479.8,46310285113488.4,43330741173451.5,45454235949425.1,48907463676194.2,48848423144456.1,49513745558643.5,50544319752323.1,47647221796959.1,48552474323847.7,50696690374014.3,53652083661572.9,54168727321922.0,52851603026620.4,59024824389525.6,60588200976081.3,64648892594414.4,67500141717526.3
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,17832769830.9493,22259557867.3602,22205721716.515,23065539661.8986,24733680104.0312,28378933680.104,35506892067.6203,42577633289.987,48300390117.0351,69804681404.4213,55454096228.8687,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,109852795838.752,106174708036.51,107137198769.386
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,47126365701.0324,47447997552.7001,47626338324.033,52120882271.4143,64819023763.2045,76946971607.8942,86284116802.3353,95906051121.5049,115441290811.04,125084843511.023,107800935552.035,112786676665.285,128764134519.088,125761130889.038,130969039548.284,135415545370.949,121433707011.691,128159325016.122,143284613956.474,158073876709.73,158530142448.216,146157676838.952,172038213758.242,181859538439.061,196615944595.18,208127281931.64
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,62973857068.5113,99484802344.5277,97145618479.9038,97923302809.3537,112371913740.823,132216048339.413,145208562960.767,161871385506.36,184140869997.46,202203748583.854,187337783856.466,196709621849.586,230586581059.665,250106966104.704,258657231672.412,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,336686348609.266,371570000121.266
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,11660704777.0881,11966497048.6488,12252906340.6841,12800851270.5514,13603456003.2851,15100203361.784,16623906739.3121,18659721513.0123,21717433808.2684,25721327955.2772,27791215547.3487,30231009532.9507,35687738251.8135,41595439720.9767,46949496479.4008,51427104881.9655,55767806073.1781,59760858717.8359,64327688826.3137,67316471181.2488,69778991192.5571,57059846521.5327,67396392506.2378,76479304470.9375,83812155244.3352,86523959131.7472
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147527631520.729,171761737046.585,192650021648.583,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226328766459.634,246065570308.155,266958720837.988,289221969062.941
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,85640171045.1254,83669788376.9213,78921234457.5487,84307345887.543,87039092974.2272,95001999685.3314,107419977318.166,127652926368.069,155980408673.403,181624626327.361,175974755881.372,208368893151.144,234216730291.32,261920540962.63,283902828588.718,297483555338.044,306445871242.322,318627003016.731,328480736802.76,346841896587.313,376823402239.136,361751145451.597,394087359848.11,404353369604.631,437055627244.424,461617509782.355
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,144206500.0,149551483.154297,159446228.027344,162658721.923828,154566787.719727,166363739.013672,190961685.180664,193611358.642578,200789764.404297,201067733.764648,189854705.810547,188042373.657227,198742370.605469,215616882.324219,224110610.961914,245591094.970703,287057525.634766,305227020.263672,292148590.087891,287998352.050781,282041290.283203,261688507.080078,231343460.083008,243826812.744141,276733062.744141,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911040.70193,9545028944.34579,11670892800.5309,11619456449.266,14250786674.7766,17985138065.8549,21295168665.7247,21261338064.8783,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24750626029.8777,23848447849.6081,26109413521.3117,31653185952.609,30816367066.9594,31800428265.5246
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,170704452714.673,172953527033.013,191823200371.284,199694463255.567,218561225998.47,256268656145.134,306999913150.525,345897630736.173,429715132137.503,535612030671.888,440891472247.096,478111630683.514,527848543023.469,498148649702.66,518179836405.36,542134167178.627,480054118583.367,473259583969.643,528356676667.211,594616687350.017,602683770144.88,605914237903.742,689170230665.35,695607470875.276,812451193396.143,917767106146.761
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,245465540938.205,283217741794.775,269595630716.128,312135025038.798,340468658786.46,424234077207.758,531122307123.826,668501035363.556,808147234929.241,1008759607190.09,914568494564.064,1069026110406.58,1236913791144.92,1346198740218.36,1476563371928.87,1564245572947.51,1327634282632.05,1178803226989.3,1232604777297.1,1372023278046.38,1634625884352.83,1494279104787.47,1633932588860.86,1860790512304.23,1680243373294.08,1510802883684.15
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0,106426600000.0,113843700000.0,118478754280.882,126029527033.705
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238443864993.217,245426767676.002,216536676771.973,226677408291.745,230078616299.675,199038523119.639,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898677175.024,292323800948.839,313271185085.102
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5385,22355151162.0031,27260886405.2341,33756238766.4931,33271921136.3071,38501122141.4135,40377929295.6522,36211447840.1027,36089700222.9546,38997129473.5613,40225448340.6341,37925338329.156,35432178068.1756,39950899938.7474,41952910858.0846,43118053174.5461,44458118397.4445
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,4271200000.0,4313600000.0,4003700000.0,3555800000.0,3968000000.0,4603100000.0,5125700000.0,5348300000.0,5815700000.0,7310400000.0,8085700000.0,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,17133500000.0,15531700000.0,18109000000.0,19165500000.0,17847900000.0,13711100000.0
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,3741318814.04879,3444510978.45745,3387243161.85647,3551511825.22848,4235417103.89125,4871855227.66746,5408552591.61551,5676286530.76555,6254737579.62755,6698070453.1824,6037139996.77033,6641384396.17265,7750253720.19441,8215475282.96577,8541905877.81349,9287744622.48688,9105865614.90318,9556119494.38469,10290493043.4688,10796141328.2336,10624838178.1263,9323221713.12119,9453908127.9322,10350119919.8256,11224282183.2085,12124739862.5303
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,25979732809251.5,26438505722462.0,26184037125663.6,27313364825215.2,30628727069752.9,34039699724658.1,35832108742171.1,37714121018548.2,41169440746383.3,43606905463177.5,41066034459934.2,42835110366846.5,46024007727818.3,45942497522573.0,46413780180350.6,47352271526907.4,44767511150189.7,45775578499373.8,47734461117479.6,50607464286251.2,51107356012296.7,49979090891717.8,55667487544829.4,56953387691844.6,60342185357196.3,62787810951925.4
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3911602004.14205,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5574821989.38239,5994931236.42282,5622688338.06317,6137447782.87066,6323716355.05009
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,123627197802.198,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,161099175824.176,183335164835.165,176371428571.429,144411538461.538,179732142857.143,235709340659.341,217308516483.516,219162637362.637
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,35953156753.739,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,214315932061.275,174110532658.867,170064350671.827,192623977894.173,179117323107.087,189798603751.235,199722319675.741,177885131240.315,185290759248.844,210147385855.419,241791427223.903,250080428511.595,250625048303.578,285071280114.469,295319437556.988,347757995758.914,382564217988.866
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1660848058303.11,1222645900055.7,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089.0,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2291612121334.64,2071505725030.58,2173835806671.66
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2157108262.84452,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,5179854064.57033,5674476969.06444,6124756654.12346,6884913658.10632,7654761050.18587,7819964030.17937,8238966124.23115,8543760199.80208,8695272057.91798,9252833891.40871,9637904520.86283,10349300276.7623,10174386856.6101,11078787090.1564,13316161002.3912,14331722703.4134,14251642235.0968
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,531825749349.825,544940514563.357,562554379798.02,593707009776.721,694775911444.331,804159915389.764,924419567611.272,1051884831127.45,1342148092012.26,1347380565219.4,1502961023415.75,1869826822189.78,2045738549420.96,2057958207279.98,2111097579998.97,2323062261530.8,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640287773.46,4210302249458.65,4512296631866.31
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,161717066666.667,189514933333.333,184137600000.0,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000.0,429097866666.667,528207466666.667,680660800000.0,751921333333.333,769755733333.333,787153066666.667,693414400000.0,689279466666.667,741266133333.333,886564800000.0,888890133333.333,767951200000.0,982661066666.667,1239075200000.0,1218584533333.33,1239804533333.33
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,10682028339.6898,12257299147.2936,15716361792.1926,18137128388.3606,21355298459.5955,26646007250.7319,35182711987.974,45263831634.1497,59440139774.8128,64833083257.1431,51621044076.9231,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000.0,41283617976.1905,32333780383.2924,32338079165.2893,27034593750.0,34229513774.9936,51666875363.0963,39898289820.7951,49672435513.1126
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,6592834932.80876,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,16853989627.548,16145867494.9405,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27783332222.6759,30696331295.7826,32808056600.9436
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,86286849754.8905,96076539925.7409,89793790669.6515,92538372869.6942,97646401095.6369,115033593101.049,127807848728.398,148627286361.351,180941701357.97,193617323539.203,194150283771.566,239807980591.24,279356499090.458,295092888076.589,307576360584.992,314863580758.455,307998545269.398,319646468521.497,343673334902.33,377123710560.614,376161998830.048,349165858544.568,436591382250.464,509017841146.557,505439514078.019,547386645891.847
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,488024514.369359,419842674.227652,409508552.979972,346406738.885237,417666638.600021,468000121.313434,552881356.697517,617257457.758489,695291217.982227,776335523.470373,805557289.459198,898128551.289162,1063898226.71892,1185217634.37393,1285905957.64116,1335576762.84974,1307908813.59962,1379486290.71433,1469790526.3972,1615473250.25259,1619150563.92084,1536143427.82958,1558312103.84225,1466670929.62333,1506124566.40404,1583964703.75061
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,669386623.951402,635866403.776065,1681473893.76655,1933863910.73227,2142618045.93129,2237350687.46606,2545275312.60512,3263697466.73514,3632957611.35152,4157895298.19572,3953403098.37107,4262805966.78755,4861632884.67985,6141666509.36295,7502762862.72657,7686138790.90872,6788352974.78329,6084297211.10217,5749846528.48046,6390514688.52816,6523577594.29408,6688307703.1447,7166931485.49433,7121125277.52542,6415852766.73832,6971127235.3123
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24921190000.0,29043140000.0,31870120000.0,33853940000.0,35364960000.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1109473367.84318,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,2403213305.03601,2064277126.41466,1881191925.32503,1813717438.69134,1604701299.43546,1678741475.14095,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616340692.28937,1541248248.80727,1855652786.18368,1829211863.9476,2027527227.831,
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,3045751527.66005,3412797450.20112,2252847464.68608,2192684134.59273,2836724351.5616,3859592813.10255,4683246454.10048,5026743282.04251,5430713728.89074,5913620292.90573,2948594552.44952,2687807003.73935,2906000096.93249,4364670159.99578,5062881600.00104,5728399719.99958,6152149099.99942,6613743069.99912,7621501710.0012,7873000000.0,8656000000.0,8628000000.0,9483000000.0,10203000000.0,10958000000.0,11967000000.0
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,20878694850.5767,7326373882.11044,13599378661.9952,17930583571.3055,23593044417.5086,26845632341.8075,28334256180.8801,33298057361.7412,44888028946.0854,54220641201.6474,46955984409.7271,43536629233.1424,51251098408.0924,45103269969.4112,50455529604.0696,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66809895701.2152,81343999280.0179,90097765959.1114
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,396097900741.092,419895964737.483,402042476808.84,440920665484.332,556578144172.593,691866842946.747,823668736698.489,972568420377.406,1124500296270.51,1272983700051.33,1208670461443.79,1438701031163.17,1617944194300.6,1672895604039.55,1776507851555.87,1845908277175.78,1624488271641.54,1461851860219.92,1594086359396.0,1713673886322.74,1952007800638.78,1802332899886.09,2030237669873.33,2167458359012.26,1979535952437.49,1827170966475.93
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,,,,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,404651773356.155,428788505804.802,410936270042.78,449500894158.767,565919936760.318,702843204651.659,836993712579.377,988873289522.059,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.0,2292617010267.0,2117597425394.65,1979078503991.37
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,74261596905.1335,76518051457.6032,77518242612.0485,83414441022.0863,99643830272.9925,115416643927.911,129916963352.679,145908217635.493,171435251383.783,189079229226.136,161751590927.921,172475687383.485,193342538945.381,194403769997.088,201575895178.586,208778333966.54,193084726298.623,195788612860.018,213265208434.292,230122099257.831,231340439109.049,208801767982.779,244179271151.622,270716089069.618,287374900231.333,310642066645.912
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,77302211.9248351,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,188021165.00338,200668065.03175,190021192.489536,226455001.243083,225815131.929273,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,690456806.696406,822154621.088897
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793410397.38738,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368370997.92126,4422276621.78703,4980000000.0,5145757575.75758,5240606060.60606,5126237646.22072,3317421648.09918,3591679430.99988,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3472693412.08497,4416775112.09627
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,30496272225.1337,29215726004.7765,30726659550.9717,35243658398.7546,46616149116.7411,57215475076.2986,62547753148.4638,70751813442.9881,86587749517.9724,100830060552.902,89342984697.5246,91112160800.7668,99705104723.4341,94724394278.052,99134277850.3418,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120511265913.343,115792972358.209,133578518423.544,140934076532.375
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,22609669083.7179,20159190701.6789,20668868706.8115,23214593516.2095,29360575031.8177,34156553313.4031,35947936823.7781,39260368837.0342,47880266542.577,55509332322.3578,49975540954.8465,47793117240.9001,51199194599.3094,46167053954.3367,47867056858.8892,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61540813361.8556,59899117741.0022,69255264238.3855,72972015197.3859
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,274318357862.122,262903560280.282,242497797484.776,267371907446.776,334072443515.576,384545442175.019,391688455928.597,422528394459.353,490047789548.441,514614100832.941,434311714442.499,492750897239.447,570538581144.45,549739674655.127,584125353119.18,577727767303.596,501602351911.6,513058312950.939,535172356784.769,549649344043.182,530894124494.418,544265668451.678,631693331300.776,575071237640.921,578990915246.07,603715224265.798
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1547888495.98428,1697161557.89452,1502870485.88122,1393945030.65105,2149632433.27703,2710331785.24986,3097946371.06311,3215307900.74767,3391122887.17476,3235921170.5095,3525213502.43118,4360714358.88708,4722912047.32265,4747813067.26006,4463396204.01995,4285065665.03168,3908217914.21824,3722306116.72872,4462640651.49219,4643751059.28203,4617018958.69086,4134677809.50096,4807069277.20114,4746660273.50829,4621191261.84214,4858885840.77236
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,854972067.039106,892290502.793296,936089385.47486,985865921.787709,1022905027.93296,1361811508.37989,1417888715.0838,1427017206.70391,1353212122.90503,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1592564639.32961,1686525953.05006,1797836665.95136
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,850901620.433301,981616542.328454,1058918707.26124,1089407839.19709,1333160407.38516,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2018346588.73752,2187379754.66167,2167239562.46013
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,15873875968.9922,18937052543.4373,20237024724.7039,20669357462.3831,21828144686.0394,25086950495.0495,28858965517.2414,33751788856.305,40465318382.0585,52557913568.9549,54111735628.7065,61390830874.7007,67539428159.4474,43190318032.5627,21361254635.051,21502061465.9498,16466863117.0009,12597854877.4254,16369843352.3453,21497782867.6426,22583045060.0821,12047752036.091,14353205678.4991,23622827079.5047,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773490000.0,862684000.0,703176000.0,686788000.0,842941000.0,832848000.0,863328000.0,956605000.0,1078274000.0,1202078000.0,1197958000.0,1314329000.0,1371838000.0,918387000.0,1236459000.0,1434119000.0,1638653000.0,1745378000.0
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,8655892392.92919,9709626596.13031,10865385131.5172,13385593990.3378,12317614053.6841,14058506663.7252,16685349673.9957,17892228569.8861,17865316886.3315,18144336903.7175,14559599499.5011,13026289835.7789,13349041408.7152,15327000248.8701,14905517742.8454,14932897821.2387,16871937697.5854,17828508289.6049,18340233748.8805,19518819751.283
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1585945646801.91,1746600304168.03,1860776095129.08,2061454246187.87,2335145056810.17,2709157341014.45,3136374977327.23,3778751294371.62,4781270693838.8,6054648571433.55,6573327283810.49,7998796323270.31,9762256276676.59,10891968350841.7,12032711129058.2,12988712786591.7,13532272043462.5,13827151057380.2,15097056837158.2,16881316789674.4,17481715455963.4,17783207218899.1,21205187136185.7,21537214774462.6,21617676926854.5,22233362919728.4
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,824131383383.309,896291493004.493,911679939950.971,1024829473187.33,1261017408610.72,1631372379671.26,2042987028459.11,2471273605657.68,3179127986623.93,3936159309738.01,3121801768478.67,3667835476746.74,4461210535265.99,4656388146308.07,4924806846375.52,4653015277488.18,3633660246044.52,3492088089759.5,3927649813354.44,4098990245510.03,4184533628660.37,3924139091384.84,4637763943320.14,5264484546456.79,5562782514647.52,6131674441421.64
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2226577203.91399,2106848752.27753,2093498674.49678,2410199032.43102,2987984050.99318,3191561508.69088,3221910408.46516,3320907721.74508,3759962853.26476,4578847112.70688,4721888275.26937,4746386893.22553,5422439152.10906,5413541649.14901,6021729629.82454,6393314707.85456,5755457836.01866,6071167584.1951,6387424239.8801,7029215766.46367,6992654019.28876,7486031561.86885,8541668141.26198,8646453099.4124,9816236302.58515,10651180146.531
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,126669211778.94,126392224253.794,120296476180.402,134300904400.022,152280615245.887,172895685154.658,189318408468.595,221758296021.621,262942621455.053,291382982430.951,281710630187.319,341104766329.17,370818739623.622,397558325278.579,420333654592.547,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500461898480.246,506194668789.937,495644697587.661,515906283940.933,526517658841.684
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1086612290.27171,860541842.263697,1080772551.29433,1221106220.2868,1555318261.4172,2076176869.41089,2312352020.6689,2830213848.6203,3719524540.86193,5161299725.27673,4979472364.4534,5642221099.17704,6522756255.012,7633036903.07634,8448411318.25417,9112605459.32845,8271431485.07484,6992416096.89018,7536402852.85802,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12244169292.7998,14204575548.5536
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2450564100.18292,2904663310.9825,3534772732.39746,4462029108.72349,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,40810067974.509,41509903181.7231,40589905812.0364,42208726137.7192,45894538665.5538,51387209872.2994
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2002746501486.27,2214459287709.08,2161359862863.86,1927322085240.2,1960517216397.37,2264876234901.17,2752003821062.2,3234927606207.58,3826959867893.09,4465814702669.79,4176789508119.56,5212616653053.23,5942223639206.5,5999254994806.92,6044625148403.94,6005259453417.89,5068610305411.75,4922090097003.8,5482764267203.12,5347056434773.57,5230554354083.41,4387909128654.57,5118940165028.38,5851879329574.93,6591336702938.76,6776899040059.78
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,225357600.0,366924276.517996,477359252.614385,469455490.775238,490439116.183565,440771962.234046,462267954.030558,453792414.597114,542795446.507391,648523571.342018,726937835.848612,881909347.096515,1042534597.52614,1160555039.5788,1395727420.71268,1447535182.8616,1590282371.46446,1640464612.08088,1584878439.93596,1555988614.43594,2032550389.41316,2162619240.86927,3625024341.27346,3208599889.00965,2079767170.22651,1865608515.41321
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,510969926774.03,573241814244.499,576409813039.634,561355905200.042,620751536900.607,735137864066.946,851999290344.532,991120945693.858,1204180777297.73,1458839080564.83,1410582747670.53,1616377453369.58,1894874707193.34,2040682875800.41,1916908014701.75,1905795277902.52,1766686955969.3,1833719341125.58,1862132539942.56,1861598748076.98,1817220775856.43,1652429826440.19,1921603222007.44,2141649636190.98,2076820247144.99,2189893127426.38
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,199208717.501913,204848487.806485,181117230.406546,182764280.828501,202246591.215502,230678011.42199,261823805.433238,292232703.306768,298519623.342085,344438844.333518,312415028.446113,366887374.989696,414143828.494419,471122971.305043,451788498.263614,440997738.014078,437525514.240726,420828262.317922,459976850.268529,493530783.00463,506031238.979937,506571467.895978,519306352.78704,556514555.400882,591139749.44287,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,531825749349.825,544940514563.357,562554379798.02,593707009776.721,694775911444.331,804159915389.764,924419567611.272,1051884831127.45,1342148092012.26,1347380565219.4,1502961023415.75,1869826822189.78,2045738549420.96,2057958207279.98,2111097579998.97,2323062261530.8,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640287773.46,4210302249458.65,4512296631866.31
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,404651773356.155,428788505804.802,410936270042.78,449500894158.767,565919936760.318,702843204651.66,836993712579.377,988873289522.059,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.0,2292617010267.0,2117597425394.64,1979078503991.37
