Country Name,Country Code,Indicator Name,Indicator Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225581644702.568,247923887214.655,269322281664.773
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1587766769203.34,1748618348986.43,1862932027297.4,2063860728539.44,2337899791147.23,2712364424518.89,3140094784139.39,3783276519033.74,4787054921838.08,6062017772754.35,6581352893096.84,8008611577123.89,9774259220654.2,10905337947546.2,12047512338954.1,13004689014662.5,13548904084321.4,13844122751569.4,15115625540264.8,16902110052652.3,17503274977303.3,17805166443182.2,21231425978691.4,21563881384135.8,21644412635340.6,22260810771875.1
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,3090855529444.24,3378295866754.26,3351822804548.09,3255787156323.37,3622513779274.76,4209733389066.63,4897834756101.33,5600388912441.22,6631053551528.64,7461798613306.43,7179119134034.64,8719722451021.04,9832704039068.24,10275142735646.4,10330333855700.2,10533364326771.5,10127250782286.2,10423237803666.1,11320553240043.8,11478917653356.5,11686574879191.1,10823343545638.3,12695008338487.8,14034689936337.3,14933453330998.3,15808304487948.1
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,7773840546154.07,8412453304524.13,7826463883839.79,7956172633989.7,8753448863353.34,9819681145695.01,10482706260278.9,11119747675836.3,12437519828885.7,14343483215174.2,14764315682393.8,17239317220822.1,19978722203920.9,21382308600766.1,21659293723344.2,22372206647098.1,22299105656919.6,23089672188769.4,24656162308335.2,26853593303707.3,27427259967363.2,27578839610232.4,31675719814404.9,31266291368260.6,31417826880875.0,32017179839273.0
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,384488217104.006,391259402609.02,335649212545.439,390532064568.536,498092410579.851,641341376416.645,798897294908.649,929637643372.55,1171542215920.56,1402429749896.0,1169814065612.09,1385078523367.67,1574244960285.95,1658983451713.25,1808692800315.95,1735229369225.69,1510474002479.16,1450171284448.8,1499595960769.3,1477488205993.51,1508679974755.36,1446077189727.52,1680958734568.53,1820242864725.1,2143244215113.25,2451180144505.47
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10693108477805.9,10084357140368.8,10189029938417.1,11156577456679.8,13567083586398.5,15814841560656.9,16835012218380.2,18236819891061.4,21308302318715.6,23453627549028.2,20648444471712.4,21118677014368.3,23432000301407.5,22560574822089.8,23574066317473.4,23920533649825.0,20603435735279.5,20528432079127.4,21791487069281.7,23342642668393.3,23067540030248.6,22322527185686.7,25572901699926.6,25798700454390.6,27732942821913.5,29291828957768.8
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,19645272636.3182,17539454727.3637,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478961000.0,107595830000.0,95865473000.0,107179074000.0,116133121000.0,121147057000.0,124676074700.0
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89660339660.3397,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926075163.006,389059911003.566
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,7148860255013.26,6528628817962.73,6631899417554.06,7241862819845.99,8921228124667.76,10231007049211.6,10611825457675.7,11288300255552.1,13000311540976.4,14295718485782.5,13083077526585.9,12784744616370.5,13808563263632.6,12784947379630.9,13357283141903.1,13682058707498.0,11829834353286.1,12123283574466.5,12841960349280.8,13871778197583.7,13589774677631.3,13267554461613.6,14924551716260.4,14488160081806.7,15854782417877.0,16485444160371.0
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800.0,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,634394904386.874,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1636115447612.5,1496587590847.66,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1448850658406.62,1619481980719.64,1725671652742.19
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37201101170.5847,38226641740.29,41470344395.1086,43130419829.35
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,62103418181.8182,68475871209.607,76366081766.6667,83337901071.9697,91834517112.628,98676811061.4035,109070960371.859,123140304666.0,135874093202.492,149740297952.986
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,7936107808460.76,7288481048952.25,7407615944962.44,8100430284893.67,9956860723577.65,11449101966447.2,11954349375612.0,12768357074578.4,14789471689508.0,16364455236166.7,14844813523140.0,14641773544950.6,15874713437636.1,14731876146120.7,15398507628838.6,15763596442222.6,13656252620703.3,13988147697216.6,14871313684625.8,16092403309151.5,15809073096211.4,15504055464107.4,17495226733585.2,17023612496380.4,18659133072074.8,19497115588443.6
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,399400020821.852,466929248691.912,457048079382.208,446089285308.4,469847559925.415,595876444368.304,756354101430.868,947253259627.876,1160668758510.72,1484312853576.3,1342615105225.82,1596645964256.64,1665506572724.03,1855874824709.61,1825595058878.45,1787605499773.02,1481660318787.67,1358130757341.27,1443031828638.41,1556210403398.5,1811454247630.6,1610227321244.27,1740335947472.93,1918272363969.18,1778723185468.2,1652895518697.74
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,135234241918.147,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,295021982462.75,298696961297.656
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5344907153.46698,4227719873.3865,4158873156.17978,4977861885.60316,5476673518.13788,5968125909.27126
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1486915879701.93,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2794788137066.94,3056250648138.29,3160442622465.08
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3699551717.10561,3615241800.50058,3943131022.2291,4052937169.76536
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,217198869.130571,229616847.556821,236387710.833256,237654335.835633,240949861.080731,235538109.216531,245905050.832081,248583534.788766,252011254.242462,258124736.278522,274654606.935781,290638857.061212,306799375.530804,322838077.579294,312808581.662958,313994033.967662,310175057.802073,325000000.0,359000000.0,392000000.0,394000000.0,372902700.0,391601900.0,415956900.0,441469400.0,471425099.488675
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,19388372070.9778,20895684425.6752
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1693458987218.9,1671597821152.97,1656171009068.66,1790536570743.41,2061227755102.04,2429774807762.72,2551361818181.82,2719558417663.29,3104699879951.98,2945251838235.29,2429358155475.93,2496740681057.14,2675590034128.66,2719715961539.83,2796908333283.39,3085362169410.29,2945579890258.46,2706807606538.73,2699118387873.1,2897028009916.05,2875710080015.3,2724001478304.59,3194559188925.93,3181244350465.41,3420796653789.08,3686033044482.13
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515,34189423544.9955
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62845721959.827,54678533805.9064,49436806230.4839,56144179397.8516,60385409434.8567,67259353965.6087,68352629246.1555,70008243859.8666,79514204730.3979,73919003209.9866,80547146878.3843,82308110386.4641
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,5046806782.54761,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019845.26341,6281918226.34408,6964179983.17212,6716905339.73136,6853467145.53089,6785137203.33153,7638044556.84656,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22407615556.0571,25008678293.4084
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2382262184.68273,2404888749.21907
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,579365780.135134,391345597.488269,412610871.509121,466773711.235579,553614800.145707,582169841.298304,639776040.688424,634781901.251494,753162998.015113,952667544.037289,890167833.369849,940112538.936436,1157074319.19388,1049412177.11413,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1596227316.34846,1705057581.09946,1908094558.33981,1859601384.05928,2127688181.12014,2218393804.54798
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,12765777677.0622
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,137131371955.307,125760166224.805,132050474720.03,150253800085.865,196930509813.384,234979615898.225,242315668619.405,269073415333.676,314226996944.108,351121399546.485,326829054686.306,296417644404.034,283228079776.041,238841140018.233,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,217990189600.69,242946187738.269,256238371778.118
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122222222.22222,1224007407.40741,1336418518.51852,1371918518.51852
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1131555107.04907,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3089625554.40473,3293578467.57327,3152334771.77992,3326543974.39193,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996420177.4409,57852159007.6243,62186066547.6566,66053408205.8838,71653780740.4226,73328356007.6152,77172331693.4093,77719468248.3666,86455522272.7383,95641446500.6523,104368755054.601,113199581158.203
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,694754988.258295,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086,16918503597.1223,24662709832.1343
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,27456861030445.7,28095358385203.2,27871346372991.9,29087762156088.1,32653648831585.9,36479616795556.8,38739967108318.8,41125462538928.4,45259229716492.9,48511546178932.7,45121580672151.6,47537047603466.0,51761995686417.4,51943717152963.8,52667085148262.9,53550117992137.3,49977567874625.5,50927970256186.1,53524059312874.9,56920619917132.1,57456170925405.3,55889737341875.4,62745314846357.3,65081334214971.5,68449582732271.4,71321142708251.1
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,165768095391.557,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358679533984.718,381043026173.935,406863396487.342
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,6394090592.33449,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34355805527.9795,37093565854.0437
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,168431404824.197,181929508086.709,175879852361.522,190891346466.399,216610034974.425,249571115303.196,288591119560.47,338993250532.89,404372280163.214,481623936903.302,475213799056.474,518754130151.746,573517854715.366,595155344078.424,667314194885.704,705465847008.08,674606540074.897,677200621773.188,735068264238.844,790373898773.381,811372254522.343,816029422839.446,924417463438.7,1002501492801.3,1060316071770.29,1145111349262.57
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49583544860.0759,59290621398.1561,68472854617.2831,62315996674.7984,58975205417.3439,62889007657.3899,57548115904.416,59846265181.8502,59606934500.9957,50998893384.8289,52650714171.8617,56182782585.9052,61667925219.0755,61466721186.3116,57959843541.3699,69002365163.3368,71196498671.1145,85624153964.0987,92983810328.9088
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,4153725883.84082,6813566098.8675,6331970324.31022,6205847213.6351,5071947798.27263,6087360684.2969,7030149730.33692,7638739122.67242,9228637767.69009,10432962634.8748,11597002834.7786,11859312725.1448,13008746038.8867,13708925477.1304,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20944387975.7051,20253551920.5516,19850585722.3241,25224154990.7946
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,49160204397.4635,47275954428.9586,53800068065.7969,67636468625.0428,85190469121.074,104015363080.271,113098237570.929,115604111412.139,140123326896.329,158228265915.534,130807441076.16,131898737241.166,141712804953.868,128470269689.958,135646053778.582,141128696412.321,125244126623.289,128983560865.293,143335098991.862,161184691013.835,164936682033.992,158468487754.196,183282685440.486,177002580544.155,213240316634.648,222722738925.641
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,5408483629656.0,5886134597366.62,5971610298683.89,6065783594228.73,6814152968102.59,8117388576252.83,9694745482584.87,11501210367684.3,14287515549914.4,17144385222961.7,16643733351017.5,20236974559592.9,23952863037040.9,25459767024749.6,26784320183315.7,27548963986382.7,25937609442668.8,26133021093477.3,28848700119389.0,30736778363828.6,31377057597389.8,30204027280204.5,35879316080995.1,37943329554311.5,39248258733753.5,40930410371533.4
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,5860973878548.43,6405155340977.74,6484814497363.37,6618829141640.94,7438042806499.1,8846940320931.56,10543932972658.9,12515819352845.9,15478384977817.9,18563872439706.4,18027421083675.3,21835069166669.5,25757259583860.6,27363548308329.9,28855638007106.6,29778753140210.5,28103757036548.0,28286257999424.7,31117686702333.8,33147599934551.5,34078219798939.1,32822847991827.3,38741335342414.8,41018485584725.7,42176516066439.1,43823204664493.9
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,452393909716.814,519433841269.806,513449125832.416,553708425098.702,624668567081.956,730301246172.363,849793999607.051,1015422269205.85,1190972724268.38,1419487216744.68,1383687732657.72,1598094607076.63,1804396546819.71,1903781283580.33,2071317823790.95,2229789153827.81,2166147593879.17,2153236905947.39,2268986582944.81,2410821570722.89,2701162201549.27,2618820711622.81,2862019261419.67,3075156030414.18,2928257332685.53,2892794292960.5
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,203538006166.57,244290144682.412,243968067343.097,267621509349.006,302939673645.116,365116376580.756,428328538081.228,526645636948.488,609839841078.279,714771797908.918,669157586112.912,780580681565.074,888614216908.754,982900021354.995,1071507625598.43,1164584937017.84,1104888256132.44,1035761112332.6,1064701742324.65,1125278097800.27,1354444605559.25,1258453633593.25,1369357769886.58,1456880573683.68,1272526278004.68,1117411942661.72
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634992.258,539580085612.401,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319101183380.15,1371169301563.62,1396300098190.97
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,249682494926.962,275642026139.655,269901710172.598,286409984261.394,322063889070.297,365260518035.36,421453301119.757,488333978645.602,580840387765.958,704715418835.766,714530146544.811,817513925511.557,915782329910.959,920881262225.338,999810198192.524,1065204216809.97,1061259337746.72,1117475793614.79,1204284840620.16,1285543472922.62,1346717595990.02,1360367078029.56,1492661491533.09,1618275456730.5,1655731054680.85,1775382350298.79
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1573742112.92671,1601050083.21985,1668684324.16871,1891002697.84173,2252620408.16327,2802206151.59282,3032411026.94919,3422733202.4501,4466350655.89909,5928791505.35144,5486921247.07323,5920369789.50182,6565667052.79737,6690228371.66909,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289,6684225641.02564,7931193222.06405,7431257410.92713,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,458821052615.79,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,1198895139005.92,1341888016994.9,1675615519484.96,1823051829894.55,1827637590410.41,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3346107287730.93,3638489096033.86,3909891533858.08
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221732824603.484,240975871046.644,226921827888.137,242924245718.756,266490442124.309,302101388556.271,305431252708.748,348355212568.515,395780319816.603,407211793800.713,436009027818.948,530394123829.763,548341794599.09,567372737459.116,609157459747.205
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,113848450088.351,109591707802.216,126878750295.944,128626917503.72,151911222119.488,187754571247.666,224970371324.67,265602187403.643,349736591832.418,406070949553.875,414059094949.063,487069570463.768,629082257472.368,644019315003.54,500399839839.877,462284793280.825,409191686496.677,478618064870.999,510239893417.645,411903303606.044,347988400957.999,280934329279.723,407350685583.335,422662261525.665,457510482317.483,475252089215.416
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36633669269.3981,50065104667.8159,65147051918.0219,88837057319.5179,131614434153.505,111657580326.315,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797516.874,209691945713.103,287372232137.931,268881051643.549,279641257615.385
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,9107644690.76647,9140168922.35677,8323401820.48477,9416199699.54736,11564687741.9859,13963943244.0018,17146410560.5279,17671649843.2602,21960110030.4426,18247921360.2599,13212543837.5133,13922711576.5124,15394005872.149,14943757823.3226,16244319958.6808,18052183514.8695,17700486957.1907,21083713310.457,25060086487.8901,26677652544.3499,24985687022.0452,22034665040.7901,26234872402.457,29166102877.2755,31677891896.7861,33255181468.9382
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,121417185061.719,136512300542.025,135002039612.906,125332331883.997,131408914824.005,140047984605.087,147519922009.047,158900547825.306,184681214673.45,221231658862.876,213403181852.86,239679036634.372,268094998225.028,263589172712.391,298478070673.058,315017088116.716,303469434072.296,321940971558.016,358451839052.991,376299083108.497,400645216358.857,410768352657.612,489851549972.347,525181008025.57,512184638998.974,540379921261.681
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1255004736463.98,1149661363439.38,1172041488805.87,1281746271196.04,1582930016538.82,1812808753294.75,1864982261286.85,1958563654385.64,2222524108127.65,2417508414187.19,2209484319012.65,2144936254535.0,2306974020278.21,2097929495121.68,2153225581941.46,2173255507985.84,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2104067630319.46,2316727999333.18,2380825077243.59
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,8887057997.36228,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217679.9219,14963589915.5912,14898999754.1229,15783583236.675,16855447986.2221,17026269262.5307,15000214216.2439,15963885376.3537,18813516805.214,21418804319.6395,22014397089.7689
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,8149929478.13822,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44503006338.0282,43700383098.5916,46296100140.8451,48764963380.2817,51088476338.0282,53352289577.4648
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5054068005376.28,5039148168861.22,4262463317796.53,4213167237905.83,4027597523550.58
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,16870817181.7799,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,261840101059.923,291480274648.826
